LOINC_NUM,COMPONENT
22523-5,Salmonella paratyphi B O Ab
22524-3,Salmonella paratyphi C H Ab
2252-5,Estriol
22525-0,Salmonella paratyphi C O Ab
22526-8,Salmonella pullorum Ab
22527-6,Salmonella sp Ab
22528-4,Salmonella typhi D Ab
22529-2,Salmonella typhi H Ab
225-3,Doxycycline
22530-0,Salmonella typhi little d Ab
22531-8,Salmonella typhimurium Ab
22532-6,Sarcocystis neurona Ab
2253-3,Estriol
22533-4,Sarcocystis neurona Ab
22534-2,Sarcocystis neurona Ab
22535-9,Schistosoma japonicum Ab
22536-7,Schistosoma mansoni Ab
22537-5,Shigella boydii Ab
22538-3,Shigella dysenteriae Ab
22539-1,Shigella flexneri Ab
22540-9,Shigella sonnei Ab
2254-1,Estrogen
22541-7,Streptococcus pneumoniae 1 Ab.IgG
22542-5,Streptococcus pneumoniae 12 Ab.IgG
22543-3,Streptococcus pneumoniae 14 Ab.IgG
22544-1,Streptococcus pneumoniae 14 Ab^1st specimen
22545-8,Streptococcus pneumoniae 14 Ab^2nd specimen
22546-6,Streptococcus pneumoniae 14 Ab^2nd specimen/Streptococcus pneumoniae 14 Ab^1st specimen
22547-4,Streptococcus pneumoniae 19 Ab.IgG
22548-2,Streptococcus pneumoniae 23 Ab.IgG
22549-0,Streptococcus pneumoniae 3 Ab.IgG
22550-8,Streptococcus pneumoniae 6+26 Ab.IgG
22551-6,Streptococcus pneumoniae 7 Ab.IgG
22552-4,Streptococcus pneumoniae Danish serotype 7F Ab.IgG
22553-2,Streptococcus pneumoniae 7f Ab^1st specimen
22554-0,Streptococcus pneumoniae 7f Ab^2nd specimen
22555-7,Streptococcus pneumoniae Danish serotype 7F Ab^2nd specimen/1st specimen
22556-5,Streptococcus pneumoniae 8 Ab.IgG
22557-3,Streptococcus pneumoniae 9 Ab
2255-8,Estrogen
22558-1,Streptococcus pneumoniae 9 Ab.IgG
22559-9,Streptococcus pneumoniae 9n Ab^1st specimen
22560-7,Streptococcus pneumoniae 9 Ab^1st specimen/2nd specimen
22561-5,Streptococcus pneumoniae 9n Ab^2nd specimen
22562-3,Streptococcus pneumoniae Ab.IgG^1st specimen
22563-1,Streptococcus pneumoniae Ab.IgG^1st specimen/2nd specimen
22564-9,Streptococcus pneumoniae Ab.IgG^2nd specimen
22565-6,Streptococcus pneumoniae group B Ab
2256-6,Estrogen
22566-4,Streptococcus pyogenes enzyme Ab
22567-2,Streptococcus pyogenes enzyme Ab
22568-0,Streptolysin O Ab
22569-8,Strongyloides sp Ab
22570-6,Taenia solium Ab
22571-4,Teichoate Ab
22572-2,Saccharomonospora viridis Ab
22573-0,Thermoactinomyces vulgaris Ab
2257-4,Estrone
22574-8,Toxocara canis Ab.IgA
22575-5,Toxocara canis Ab.IgG
22576-3,Toxocara canis Ab.IgM
22577-1,Toxoplasma gondii Ab
22578-9,Toxoplasma gondii Ab.IgA
22579-7,Toxoplasma gondii Ab.IgA+IgE
22580-5,Toxoplasma gondii Ab.IgG
22581-3,Toxoplasma gondii Ab.IgG
2258-2,Estrone
22582-1,Toxoplasma gondii Ab.IgG
22583-9,Toxoplasma gondii Ab.IgM
22584-7,Toxoplasma gondii Ab.IgM
22585-4,Treponema pallidum Ab
22586-2,Treponema pallidum Ab
22587-0,Treponema pallidum Ab
22588-8,Treponema pallidum Ab
22589-6,Treponema pallidum Ab
2259-0,Estrone
22590-4,Treponema pallidum Ab
22591-2,Treponema pallidum Ab.IgG
22592-0,Treponema pallidum Ab.IgG
22593-8,Treponema pallidum Ab.IgM
22594-6,Treponema pallidum Ab.IgM
22595-3,Trichinella spiralis Ab
22596-1,Trichinella spiralis Ab
22597-9,Trichinella spiralis Ab.IgA
22598-7,Trichinella spiralis Ab.IgM
22599-5,Trypanosoma cruzi Ab
22600-1,Varicella zoster virus Ab
22601-9,Varicella zoster virus Ab.IgG
22602-7,Varicella zoster virus Ab.IgG
22603-5,Varicella zoster virus Ab.IgG^1st specimen
22604-3,Varicella zoster virus Ab.IgG^2nd specimen
22605-0,Varicella zoster virus Ab.IgM
22606-8,Varicella zoster virus Ab.IgM
22607-6,Venezuelan equine encephalitis virus Ab
2260-8,Estrone.unconjugated
22608-4,Escherichia coli verotoxin 1 Ab
22609-2,Escherichia coli verotoxin 2 Ab
226-1,Doxycycline
22610-0,Western equine encephalitis virus Ab
22611-8,Western equine encephalitis virus Ab
22612-6,Western equine encephalitis virus Ab
22613-4,Western equine encephalitis virus Ab.IgG
22614-2,Western equine encephalitis virus Ab.IgG
22615-9,Western equine encephalitis virus Ab.IgM
2261-6,Estrone.unconjugated
22616-7,Western equine encephalitis virus Ab.IgM
22617-5,Wuchereria bancrofti Ab
22618-3,Yellow fever virus Ab
22619-1,Yersinia enterocolitica Ab.IgA
22620-9,Yersinia enterocolitica Ab.IgG
22621-7,Yersinia enterocolitica Ab.IgM
22622-5,Xylose^1H post 25 g xylose PO
22623-3,Xylose^2H post 25 g xylose PO
2262-4,Estrone.unconjugated
22624-1,Xylose^2H post 5 g xylose PO
22625-8,Xylose^2H post dose xylose PO
22626-6,Xylose^post 25 g xylose PO
22627-4,Xylose^post 5 g xylose PO
22628-2,Xylose^post 25 g xylose PO
22629-0,Xylose^post 5 g xylose PO
22630-8,Xylose/Xylose.dose^post 25 g xylose PO
22631-6,Xylose/Xylose.dose^post 5 g xylose PO
2263-2,Ethanolamine
22632-4,Xylose/Xylose.dose^post dose xylose PO
22633-2,Path report.site of origin
22634-0,Path report.gross observation
22635-7,Path report.microscopic observation
22636-5,Path report.relevant Hx
22637-3,Path report.final diagnosis
22638-1,Path report.comments
22639-9,Path report.supplemental reports
2264-0,Ethanolamine
22640-7,Path report.staging evidence
22641-5,Glutamine
22642-3,Tyrosine
22643-1,Threonine
22644-9,Serine
22645-6,Proline
22646-4,Phenylalanine
22647-2,Ornithine
22648-0,Methionine
22649-8,Valine
22650-6,Glycine
22651-4,Lysine
22652-2,Glutamate
22653-0,Cystine
22654-8,Citrulline
22655-5,Aspartate
22656-3,Arginine
2265-7,Ethylmalonate
22657-1,Alanine
22658-9,Alloisoleucine
22659-7,Isoleucine
22660-5,Homocystine
22661-3,Coproporphyrin
22662-1,Uroporphyrin
22663-9,Estrone
22664-7,Urea
2266-5,Etiocholanolone
22665-4,Bilirubin.albumin bound
22666-2,Busulfan
22667-0,Fatty acids.nonesterified
22668-8,Propylene glycol
22669-6,Glutamate
22670-4,Alloisoleucine
22671-2,Phytanate
22672-0,Cystine
2267-3,Etiocholanolone
22673-8,Homocystine
22674-6,Transferrin
22675-3,Angiotensin converting enzyme
22676-1,7-Dehydrocholesterol
22677-9,Aspartate
22678-7,Ethylene glycol
22679-5,Lysine/Creatinine
22680-3,Mercury/Creatinine
2268-1,Etiocholanolone
22681-1,Methionine/Creatinine
22682-9,Ornithine/Creatinine
22683-7,Phenylalanine/Creatinine
22684-5,Serine/Creatinine
22685-2,Tyrosine/Creatinine
22686-0,Protoporphyrin
22687-8,Cystine/Creatinine
22688-6,Threonine/Creatinine
22689-4,Zinc
22690-2,Proline/Creatinine
22691-0,Aspartate/Creatinine
22692-8,Valine/Creatinine
22693-6,Leucine/Creatinine
22694-4,Citrulline/Creatinine
22695-1,Carnitine/Creatinine
22696-9,Cadmium/Creatinine
22697-7,Arginine/Creatinine
22698-5,Alanine/Creatinine
2269-9,Complement factor B
22699-3,Alloisoleucine/Creatinine
22700-9,Urea
22701-7,Salicylates
22702-5,Ketones
22703-3,Histidine/Creatinine
22704-1,Carnitine.free (C0)/Creatinine
22705-8,Glucose
22706-6,Isoleucine/Creatinine
2270-7,Fat
22707-4,Homocystine/Creatinine
22708-2,Homovanillate/Creatinine
22709-0,Glycine/Creatinine
22710-8,Glutamine/Creatinine
22711-6,Glutamate/Creatinine
22712-4,Adenosine monophosphate.cyclic
22713-2,Lysine
22714-0,Isoleucine
2271-5,Fat
22715-7,Homocystine
22716-5,Methionine
22717-3,Histidine
22718-1,Glycine
22719-9,Leucine
22720-7,Glutamine
22721-5,Glutamate
22722-3,Citrulline
2272-3,Fat
22723-1,Aspartate
22724-9,Alanine
22725-6,Ornithine
22726-4,Creatinine
22727-2,Arginine
22728-0,Cystine
22729-8,Valine
22730-6,Alloisoleucine
2273-1,Fatty acids.esterified
22731-4,Triglyceride
22732-2,Salicylates
22733-0,Phosphate
22734-8,Ethylene glycol
22735-5,Bicarbonate
22736-3,Acetaminophen
22737-1,Phenylalanine
22738-9,Urea
22739-7,Tyrosine
22740-5,Threonine
22741-3,Serine
22742-1,Propylene glycol
22743-9,Proline
22744-7,Copper
22745-4,Ethanol
22746-2,Gentamicin^peak
22747-0,Gentamicin^trough
22748-8,Cholesterol.in LDL
2274-9,Fatty acids.nonesterified
22749-6,Amylase.pancreatic
22750-4,Tobramycin^random
22751-2,Tobramycin^peak
22752-0,Tobramycin^trough
22753-8,Iron binding capacity.unsaturated
22754-6,Dibucaine number
22755-3,Haemophilus influenzae B Ab
2275-6,Fatty acids
22756-1,HLA-DR
22757-9,Metanephrine
22758-7,Plasminogen activator inhibitor 1 Ag
22759-5,Platelet Ab
22760-3,Potassium
22761-1,Pristanate
22762-9,Streptococcus pneumoniae 12 Ab.IgG
22763-7,Ammonia
2276-4,Ferritin
22764-5,Actinobacillus pleuropneumoniae Ab
22765-2,Adult fly identified
22766-0,African horse sickness virus Ab
22767-8,African horse sickness virus Ab
22768-6,African horse sickness virus Ab
22769-4,African horse sickness virus Ab.Neut
22770-2,African horse sickness virus Ab
22771-0,African horse sickness virus Ab
2277-2,Ferrochelatase
22772-8,African horse sickness virus Ag
22773-6,African horse sickness virus Ag
22774-4,African horse sickness virus RNA
22775-1,African horse sickness virus serotype
22776-9,African horse sickness virus serotype
22777-7,African swine fever virus Ab
22778-5,African swine fever virus Ab
22779-3,African swine fever virus Ab
2278-0,Fibrinopeptide B
22780-1,African swine fever virus Ab
22781-9,African swine fever virus Ag
22782-7,African swine fever virus Ag
22783-5,African swine fever virus Ag
22784-3,African swine fever virus Ag
22785-0,African swine fever virus DNA
22786-8,Alcelaphine herpesvirus 1 Ab
22787-6,Alcelaphine herpesvirus 1 Ab
22788-4,Alcelaphine herpesvirus 1 Ab.Neut
22789-2,Alcelaphine herpesvirus 1 Ag
227-9,Doxycycline
22790-0,Alcelaphine herpesvirus 1 Ag
22791-8,Alcelaphine herpesvirus 1 DNA
22792-6,Aleutian disease virus Ab
22793-4,Aleutian disease virus Ab
22794-2,Anaplasma marginale Ab
22795-9,Anaplasma marginale Ab
22796-7,Anaplasma marginale Ag
22797-5,Anaplasma marginale DNA
2279-8,Fibrinopeptide A
22798-3,Anaplasma marginale rRNA
22799-1,Anaplasma sp identified
22800-7,Anaplasma sp identified
22801-5,Infectious bronchitis virus Ab
22802-3,Infectious bronchitis virus Ab
22803-1,Infectious bronchitis virus Ab
22804-9,Infectious bronchitis virus Ab.Neut
22805-6,Infectious bronchitis virus Ag
2280-6,Fibronectin
22806-4,Infectious bronchitis virus Ag
22807-2,Infectious bronchitis virus Ag
22808-0,Infectious bronchitis virus
22809-8,Infectious bronchitis virus RNA
22810-6,Infectious bronchitis virus RNA
22811-4,Avian infectious laryngotracheitis virus
22812-2,Avian infectious laryngotracheitis virus
22813-0,Avian infectious laryngotracheitis virus Ab
2281-4,Flavin adenine dinucleotide
22814-8,Avian infectious laryngotracheitis virus Ab.Neut
22815-5,Avian infectious laryngotracheitis virus Ab
22816-3,Avian infectious laryngotracheitis virus Ag
22817-1,Avian infectious laryngotracheitis virus Ag
22818-9,Avian infectious laryngotracheitis virus Ag
22819-7,Avian infectious laryngotracheitis virus Ag
22820-5,Avian orthoreovirus Ag
22821-3,Influenza virus A Ab
2282-2,Folate
22822-1,Influenza virus A Ab
22823-9,Influenza virus A Ab
22824-7,Influenza virus A Ab
22825-4,Influenza virus A Ag
22826-2,Influenza virus A identified
22827-0,Influenza virus A subtype
22828-8,Influenza virus A subtype
22829-6,Avian paramyxovirus 1 Ab
2283-0,Folate
22830-4,Avian paramyxovirus 1 Ab
22831-2,Avian paramyxovirus 1 Ag
22832-0,Avian paramyxovirus 1 identified
22833-8,Avian paramyxovirus 1
22834-6,Avian metapneumovirus Ab
22835-3,Avian pneumovirus Ab
22836-1,Avian pox virus
22837-9,Avian pox virus Ab
22838-7,Avian pox virus Ab
22839-5,Avian pox virus Ab.Neut
22840-3,Avian pox virus Ab
22841-1,Avian pox virus Ab
22842-9,Avian pox virus DNA
22843-7,Avian pox virus DNA
22844-5,Babesia bigemina Ab
22845-2,Babesia bigemina Ab
22846-0,Babesia bigemina Ab
22847-8,Babesia bovis Ab
2284-8,Folate
22848-6,Babesia bovis Ab
22849-4,Babesia bovis Ab
22850-2,Babesia caballi Ab
22851-0,Babesia caballi Ab
22852-8,Babesia caballi Ab
22853-6,Babesia caballi rRNA
22854-4,Babesia divergens Ab
2285-5,Follitropin
22855-1,Babesia divergens Ab
22856-9,Babesia sp rRNA
22857-7,Babesia sp DNA
22858-5,Babesia sp identified
22859-3,Bacillus anthracis Ab
22860-1,Bacillus anthracis Ab
22861-9,Bacillus anthracis Ab
22862-7,Bacillus anthracis Ab
2286-3,Follitropin
22863-5,Bacillus anthracis Ab
22864-3,Bacillus anthracis Ab
22865-0,Bacillus anthracis Ab
22866-8,Bacillus anthracis Ag
22867-6,Bacillus anthracis Ag
22868-4,Bluetongue virus Ab.Neut
22869-2,Bluetongue virus Ag
228-7,Enoxacin
22870-0,Bluetongue virus Ag
2287-1,Follitropin
22871-8,Bluetongue virus Ag
22872-6,Bluetongue virus Ag
22873-4,Bluetongue virus Ag
22874-2,Bluetongue virus serotype
22875-9,Border disease virus Ab
22876-7,Border disease virus Ab
22877-5,Border disease virus Ab
22878-3,Border disease virus Ab.Neut
22879-1,Border disease virus Ag
22880-9,Border disease virus Ag
22881-7,Border disease virus Ag
22882-5,Border disease virus Ag
22883-3,Border disease virus RNA
22884-1,Border disease virus RNA
22885-8,Border disease virus RNA
22886-6,Bordetella bronchiseptica Ab
22887-4,Bordetella bronchiseptica Ab
22888-2,Bordetella bronchiseptica Ag
2288-9,Follitropin.alpha subunit
22889-0,Bovine diarrhea virus Ab
22890-8,Bovine diarrhea virus Ab
22891-6,Bovine diarrhea virus Ab
22892-4,Bovine diarrhea virus Ab.Neut
22893-2,Bovine diarrhea virus Ab.Neut
22894-0,Bovine diarrhea virus Ab
22895-7,Bovine diarrhea virus Ab
22896-5,Bovine diarrhea virus Ag
2289-7,Follitropin.beta subunit
22897-3,Bovine diarrhea virus Ag
22898-1,Bovine diarrhea virus Ag
22899-9,Bovine diarrhea virus RNA
22900-5,Bovine diarrhea virus RNA
22901-3,Bovine herpesvirus 1 Ab
22902-1,Bovine herpesvirus 1 Ab
22903-9,Bovine herpesvirus 1 Ab
22904-7,Bovine herpesvirus 1 Ab.Neut
2290-5,Follitropin/Lutropin
22905-4,Bovine herpesvirus 1 Ab
22906-2,Bovine herpesvirus 1 Ag
22907-0,Bovine herpesvirus 1 Ag
22908-8,Bovine herpesvirus 1 Ag
22909-6,Bovine herpesvirus 1 Ag
22910-4,Bovine herpesvirus 1 Ag
22911-2,Bovine herpesvirus 1 Ag
22912-0,Bovine herpesvirus 1 Ag
2291-3,Formate
22913-8,Bovine herpesvirus 1 DNA
22914-6,Bovine herpesvirus 1 DNA
22915-3,Bovine leukemia virus Ab
22916-1,Bovine leukemia virus Ab
22917-9,Bovine leukemia virus Ag
22918-7,Bovine leukemia virus RNA
22919-5,Bovine leukemia virus RNA
22920-3,Brucella abortus Ab
2292-1,Formate
22921-1,Brucella abortus Ab
22922-9,Brucella abortus Ab.IgG1
22923-7,Brucella abortus Ab.IgG1
22924-5,Brucella abortus Ab.IgG1
22925-2,Brucella abortus Ab.IgG1
22926-0,Brucella abortus rRNA
22927-8,Brucella abortus DNA
22928-6,Brucella canis Ab
22929-4,Brucella canis Ab
22930-2,Brucella canis Ab
22931-0,Brucella melitensis Ab
22932-8,Brucella melitensis Ab
22933-6,Brucella melitensis Ab
22934-4,Brucella melitensis Ab
22935-1,Brucella melitensis Ab
22936-9,Brucella melitensis DNA
22937-7,Brucella ovis Ab
22938-5,Brucella ovis Ab
2293-9,Fructokinase
22939-3,Brucella ovis Ab
22940-1,Brucella ovis Ab
22941-9,Brucella reaction wheal^2D post 0.1 mL brucellin ID
22942-7,Brucella reaction wheal^3D post 0.1 mL brucellin ID
22943-5,Brucella sp Ag
22944-3,Brucella sp Ag
22945-0,Brucella sp Ag
22946-8,Brucella sp Ag
2294-7,Fructosamine
22947-6,Brucella sp Ag
22948-4,Brucella sp Ag
22949-2,Brucella sp Ag
229-5,Enoxacin
22950-0,Brucella suis Ab
22951-8,Brucella suis Ab
22952-6,Brucella suis Ab
22953-4,Brucella suis Ab
2295-4,Fructose
22954-2,Brucella suis rRNA
22955-9,Brucella suis DNA
22956-7,Burkholderia mallei Ab
22957-5,Burkholderia mallei Ab
22958-3,Burkholderia mallei Ab
22959-1,Burkholderia mallei Ab
22960-9,Burkholderia mallei reaction^1D post 0.1 mL mallein ID
22961-7,Burkholderia mallei reaction^2D post 0.1 mL mallein ID
2296-2,Fructose
22962-5,Campylobacter fetus Ab
22963-3,Campylobacter fetus Ab
22964-1,Campylobacter fetus Ag
22965-8,Campylobacter fetus Ag
22966-6,Campylobacter fetus Ag
22967-4,Campylobacter fetus subspecies venerealis Ab
22968-2,Campylobacter fetus subspecies venerealis Ab
22969-0,Campylobacter fetus subspecies venerealis Ab.IgA
2297-0,Fructose
22970-8,Campylobacter fetus subspecies venerealis Ab.IgA
22971-6,Caprine arthritis encephalitis virus
22972-4,Caprine arthritis encephalitis virus Ab
22973-2,Caprine arthritis encephalitis virus Ab
22974-0,Caprine arthritis encephalitis virus Ab
22975-7,Caprine arthritis encephalitis virus Ag
22976-5,Caprine arthritis encephalitis virus Ag
22977-3,Caprine arthritis encephalitis virus DNA
22978-1,Caprine arthritis encephalitis virus DNA
22979-9,Caprine herpesvirus 1 Ab
22980-7,Caprine herpesvirus 1 Ab.Neut
22981-5,Capripox virus
22982-3,Capripox virus Ab
22983-1,Capripox virus Ab
22984-9,Capripox virus Ab.Neut
22985-6,Capripox virus Ab
22986-4,Capripox virus Ag
22987-2,Capripox virus Ag
2298-8,Aldolase
22988-0,Capripox virus Ag
22989-8,Capripox virus Ag
22990-6,Capripox virus Ag
22991-4,Capripox virus DNA
22992-2,Chlamydophila psittaci
22993-0,Chlamydophila psittaci
22994-8,Chlamydophila psittaci Ab
22995-5,Chlamydophila psittaci Ab
2299-6,Aldolase
22996-3,Chlamydophila psittaci Ab
22997-1,Chlamydophila psittaci Ag
22998-9,Chlamydophila psittaci Ag
22999-7,Chlamydophila psittaci Ag
23000-3,Chlamydophila psittaci Ag
23001-1,Chlamydophila psittaci DNA
2300-2,Aldolase
23002-9,Classical swine fever virus Ab
23003-7,Classical swine fever virus Ab.Neut
23004-5,Classical swine fever virus Ab
23005-2,Classical swine fever virus Ag
23006-0,Classical swine fever virus Ag
23007-8,Classical swine fever virus Ag
23008-6,Classical swine fever virus RNA
23009-4,Cowdria ruminantium
2301-0,Aldolase
23010-2,Cowdria ruminantium Ab
23011-0,Cowdria ruminantium Ab
23012-8,Cowdria ruminantium Ab
23013-6,Cowdria ruminantium Ab
23014-4,Cowdria ruminantium DNA
23015-1,Cowdria ruminantium rRNA
23016-9,Coxiella burnetii
23017-7,Coxiella burnetii Ab
23018-5,Coxiella burnetii Ab
23019-3,Coxiella burnetii Ab
23020-1,Coxiella burnetii Ab
23021-9,Coxiella burnetii Ag
23022-7,Coxiella burnetii Ag
23023-5,Coxiella burnetii Ag
23024-3,Coxiella burnetii DNA
23025-0,Dermatophilus congolensis
23026-8,Dermatophilus congolensis Ab
23027-6,Dermatophilus congolensis Ab
2302-8,Fumarase
23028-4,Dermatophilus congolensis Ag
23029-2,Dirofilaria immitis Ag
230-3,Enoxacin
23030-0,Duck enteritis virus
23031-8,Duck enteritis virus Ag
23032-6,Duck enteritis virus Ag
23033-4,Duck hepatitis virus 1 Ab.Neut
23034-2,Duck hepatitis virus 1 Ab
23035-9,Duck hepatitis virus 1 Ag
2303-6,Fumarate
23036-7,Duck hepatitis virus 2 Ab
23037-5,Duck hepatitis virus 2 Ab.Neut
23038-3,Duck hepatitis virus 2 Ag
23039-1,Duck hepatitis virus 3 Ab
23040-9,Duck hepatitis virus 3 Ab.Neut
23041-7,Duck hepatitis virus 3 Ag
23042-5,Eastern equine encephalitis virus Ab
23043-3,Eastern equine encephalitis virus Ab
2304-4,Fumarylacetoacetate
23044-1,Eastern equine encephalitis virus Ab.Neut
23045-8,Eastern equine encephalitis virus Ab.IgM
23046-6,Eastern equine encephalitis virus Ab.IgM
23047-4,Eastern equine encephalitis virus Ag
23048-2,Eastern equine encephalitis virus Ag
23049-0,Eastern equine encephalitis virus Ag
23050-8,Eastern equine encephalitis virus Ag
2305-1,Galactokinase
23051-6,Eastern equine encephalitis virus RNA
23052-4,Eastern equine encephalitis virus RNA
23053-2,Echinococcus sp Ag
23054-0,Ehrlichia canis Ab
23055-7,Ehrlichia risticii Ab
23056-5,Ehrlichia risticii Ab
23057-3,Ephemeral fever virus Ab.Neut
23058-1,Ephemeral fever virus Ab
23059-9,Epizootic hemorrhagic disease virus Ab
23060-7,Epizootic hemorrhagic disease virus Ab
23061-5,Epizootic hemorrhagic disease virus Ag
23062-3,Epizootic hemorrhagic disease virus Ag
23063-1,Epizootic hemorrhagic disease virus Alberta Ab
23064-9,Epizootic hemorrhagic disease virus Alberta Ab
23065-6,Epizootic hemorrhagic disease virus New Jersey Ab
23066-4,Epizootic hemorrhagic disease virus New Jersey Ab
23067-2,Epizootic hemorrhagic disease virus RNA
23068-0,Equine arteritis virus Ab
2306-9,Galactose
23069-8,Equine arteritis virus Ab
23070-6,Equine arteritis virus Ab
23071-4,Equine arteritis virus Ab.Neut
23072-2,Equine arteritis virus Ab
23073-0,Equine arteritis virus Ab
23074-8,Equine arteritis virus Ag
23075-5,Equine arteritis virus Ag
23076-3,Equine arteritis virus Ag
2307-7,Galactose
23077-1,Equine arteritis virus Ag
23078-9,Equine arteritis virus Ag
23079-7,Equine arteritis virus RNA
23080-5,Equine herpesvirus 1 Ag
23081-3,Equine herpesvirus 1 Ag
23082-1,Equine herpesvirus 1 DNA
23083-9,Equine herpesvirus 1 DNA
23084-7,Equine herpesvirus 1 DNA
2308-5,Galactose
23085-4,Equine herpesvirus 1+4 Ab.Neut
23086-2,Equine herpesvirus 1+4 Ab
23087-0,Equine herpesvirus 1+4 Ab
23088-8,Equine herpesvirus 1+4 Ab
23089-6,Equine herpesvirus 1+4 Ab.Neut
23090-4,Equine herpesvirus 1+4 Ab
23091-2,Equine herpesvirus 1+4 Ag
23092-0,Equine herpesvirus 4 Ag
2309-3,Galactose
23093-8,Equine herpesvirus 4 DNA
23094-6,Equine herpesvirus 4 DNA
23095-3,Equine herpesvirus 4 DNA
23096-1,Equine infectious anemia virus Ab
23097-9,Equine infectious anemia virus Ab
23098-7,Equine infectious anemia virus Ag
23099-5,Equine infectious anemia virus Ag
23100-1,Equine influenza virus A1 Ab
